Wall time,Step,Value
1718045968.007445,0,0.004102237522602081
1718045978.7564852,0,0.004320228472352028
1718045984.6890008,0,0.004298387560993433
1718045986.7312121,0,0.004228748381137848
1718045993.0513332,0,0.004188638646155596
1718046005.429655,0,0.004145645070821047
1718046030.528915,0,0.0041824569925665855
1718046038.8977668,0,0.004206610843539238
1718046043.012544,0,0.003925289958715439
1718046047.1812968,0,0.003986096940934658
1718046049.2606661,0,0.004077323246747255
1718046053.366674,0,0.003887471742928028
1718046065.932416,0,0.0039006953593343496
1718046067.9876502,0,0.004230341408401728
1718046070.066477,0,0.00430138548836112
1718046072.1218162,0,0.003925129305571318
1718046090.7127948,0,0.004208154045045376
1718046096.874314,0,0.00410334300249815
1718046102.9646919,0,0.004078264348208904
1718046105.0773172,0,0.004103383515030146
1718046107.127315,0,0.003978363703936338
1718046109.149251,0,0.004027819260954857
1718046119.31394,0,0.004061119165271521
1718046135.600362,0,0.0036064903251826763
1718046149.900171,0,0.0038983284030109644
1718046166.448614,0,0.00373432831838727
1718046172.6050382,0,0.0036461874842643738
1718046174.6177971,0,0.003907268866896629
1718046189.345283,0,0.0038810870610177517
1718046199.663691,0,0.003877745009958744
1718046216.093397,0,0.00394047237932682
1718046222.225246,0,0.0037352873478084803
1718046224.2895098,0,0.003957652952522039
1718046243.0006888,0,0.0036698426119983196
1718046247.2027678,0,0.0038849273696541786
1718046249.2766132,0,0.0037041618488729
1718046251.351131,0,0.0033608153462409973
1718046265.85863,0,0.004301352892071009
1718046276.208033,0,0.003786337561905384
1718046280.345047,0,0.0036546692717820406
1718046282.4036312,0,0.003312184475362301
1718046290.580184,0,0.003401376074180007
1718046311.3855941,1,0.004164361394941807
1718046313.536706,1,0.0044623021967709064
1718046319.736299,1,0.003654779400676489
1718046332.298223,1,0.003901832737028599
1718046334.386511,1,0.0035132328048348427
1718046338.5680299,1,0.0034567436669021845
1718046344.8347242,1,0.0034093407448381186
1718046349.030019,1,0.0026392731815576553
1718046351.069338,1,0.003627167781814933
1718046355.143662,1,0.003411923535168171
1718046359.371508,1,0.0031507404055446386
1718046361.4385989,1,0.00436830660328269
1718046376.141112,1,0.003190128831192851
1718046393.697414,1,0.0034087724052369595
1718046395.916023,1,0.00341276777908206
1718046398.0110579,1,0.003205063519999385
1718046406.533695,1,0.0027704453095793724
1718046427.786243,1,0.003430667333304882
1718046429.93064,1,0.0034638012293726206
1718046434.212739,1,0.0032003470696508884
1718046442.5443,1,0.0035164880100637674
1718046448.701748,1,0.003694497048854828
1718046450.745335,1,0.0032283631153404713
1718046452.8601751,1,0.0030477074906229973
1718046459.340832,1,0.0030260561034083366
1718046484.979831,1,0.0034213000908493996
1718046497.6416209,1,0.0030507089104503393
1718046504.239167,1,0.002891846466809511
1718046508.5688992,1,0.0035294718109071255
1718046511.013376,1,0.0024306350387632847
1718046515.230902,1,0.0030811347533017397
1718046524.014168,1,0.003247712040320039
1718046532.514554,1,0.002763984724879265
1718046536.704107,1,0.0029909161385148764
1718046547.316177,1,0.003846533363685012
1718046577.047596,1,0.0030301883816719055
1718046587.5153012,1,0.003011205932125449
1718046589.58632,1,0.0034322713036090136
1718046598.0924459,1,0.003149731084704399
1718046600.289649,1,0.0030945229809731245
1718046608.581416,1,0.0023888307623565197
1718046610.6360471,1,0.0028980025090277195
1718046615.546697,1,0.0036996074486523867
1718046622.147969,1,0.003253028728067875
1718046633.468543,1,0.002391085959970951
1718046635.865133,1,0.003056339453905821
1718046637.948073,1,0.0027292780578136444
1718046648.447249,1,0.0036060616839677095
1718046650.518625,1,0.002640316030010581
1718046652.560107,1,0.0028597551863640547
1718046658.849139,1,0.0027723268140107393
1718046688.0010471,2,0.0023388895206153393
1718046692.179568,2,0.0022316870745271444
1718046704.703398,2,0.0030721656512469053
1718046732.1499572,2,0.0032279537990689278
1718046738.411842,2,0.0030378978699445724
1718046746.6756978,2,0.002839586464688182
1718046755.0957088,2,0.002738288836553693
1718046759.290752,2,0.0029568367172032595
1718046767.585323,2,0.002942742081359029
1718046769.6969972,2,0.002063850872218609
1718046771.778093,2,0.0022532795555889606
1718046776.020252,2,0.0026674845721572638
1718046786.5588968,2,0.0031416541896760464
1718046796.995994,2,0.0033564327750355005
1718046799.044489,2,0.0022256425581872463
1718046832.2849169,2,0.00238934438675642
1718046847.455712,2,0.002541665220633149
1718046859.8208761,2,0.002273608697578311
1718046861.9847791,2,0.002693127142265439
1718046866.644924,2,0.0022723868023604155
1718046879.729144,2,0.0016146255657076836
1718046900.1214342,2,0.0021660218480974436
1718046904.701749,2,0.002759800758212805
1718046906.889508,2,0.0029862497467547655
1718046913.9649532,2,0.0023847566917538643
1718046927.842894,2,0.0025706663727760315
1718046946.2540329,2,0.002494214102625847
1718046948.434467,2,0.0018386347219347954
1718046954.908041,2,0.001718260464258492
1718046957.080132,2,0.001655923086218536
1718046976.123156,2,0.0032383997458964586
1718046978.3019671,2,0.002935550408437848
1718047001.448014,2,0.002560212044045329
1718047007.6860318,2,0.002152938861399889
1718047009.755022,2,0.002365616150200367
1718047013.907455,2,0.001753130927681923
1718047018.3263638,2,0.0026943113189190626
1718047058.561111,3,0.002331746509298682
1718047069.132071,3,0.0026922912802547216
1718047073.363337,3,0.0024441329296678305
1718047079.719309,3,0.002363661304116249
1718047083.9404988,3,0.002177308313548565
1718047094.497167,3,0.0019476321758702397
1718047096.620729,3,0.00238601746968925
1718047109.2031949,3,0.0020526584703475237
1718047113.387725,3,0.0016902966890484095
1718047115.469187,3,0.002748070051893592
1718047119.7183738,3,0.0014725941000506282
1718047121.8762162,3,0.002115642884746194
1718047128.1836228,3,0.002163370605558157
1718047132.366362,3,0.002407337538897991
1718047142.902869,3,0.0014177366392686963
1718047145.0216808,3,0.002183937467634678
1718047164.128777,3,0.0021313822362571955
1718047168.364534,3,0.0017186671029776335
1718047176.822193,3,0.0027225022204220295
1718047178.945859,3,0.002558147069066763
1718047189.452159,3,0.002167703351005912
1718047197.843034,3,0.0020931654144078493
1718047199.9625669,3,0.00183730514254421
1718047206.289141,3,0.0020940350368618965
1718047210.5325289,3,0.0027247443795204163
1718047214.7245529,3,0.002013982506468892
1718047216.8162339,3,0.0021282262168824673
1718047218.936667,3,0.0017042248509824276
1718047221.032303,3,0.002369414083659649
1718047225.316158,3,0.0014319786569103599
1718047227.456073,3,0.0018858882831409574
1718047238.087866,3,0.0021643878426402807
1718047240.209663,3,0.0014792996225878596
1718047255.223876,3,0.0019698292016983032
1718047259.463648,3,0.0016150405863299966
1718047272.448243,3,0.0013241322012618184
1718047276.6670358,3,0.0016897162422537804
1718047287.5400288,3,0.0018019865965470672
1718047298.231373,3,0.001346447505056858
1718047302.547328,3,0.0023627309128642082
1718047328.6142879,3,0.0017131748609244823
1718047343.838763,3,0.0016582561656832695
1718047346.0435781,3,0.001688276301138103
1718047350.6614442,3,0.001906850840896368
1718047352.818568,3,0.0015154468128457665
1718047355.039871,3,0.0017773032886907458
1718047357.557457,3,0.0015432726358994842
1718047361.973155,3,0.002202121540904045
1718047368.5172448,3,0.0019421250326558948
1718047377.5735629,3,0.0021474689710885286
1718047379.867182,3,0.0026487703435122967
1718047389.766123,3,0.0029599119443446398
1718047407.208742,4,0.0013074233429506421
1718047415.91937,4,0.0012331441976130009
1718047422.63484,4,0.002603895030915737
1718047424.863306,4,0.0016822721809148788
1718047429.3658528,4,0.0017795232124626637
1718047431.637484,4,0.0012347539886832237
1718047436.350701,4,0.0013898195466026664
1718047438.6051788,4,0.0017909258604049683
1718047440.882952,4,0.0024965652264654636
1718047447.6727831,4,0.0016768932109698653
1718047450.1523578,4,0.001220804057084024
1718047452.393766,4,0.0017386323306709528
1718047456.856693,4,0.0017364714294672012
1718047461.364928,4,0.0022482280619442463
1718047463.6034791,4,0.0017415729817003012
1718047480.698603,4,0.0016097082989290357
1718047489.59299,4,0.0013351438101381063
1718047501.713554,4,0.0017631801310926676
1718047511.299902,4,0.0016283491859212518
1718047517.193283,4,0.0013704062439501286
1718047522.6867461,4,0.0016803715843707323
1718047533.366771,4,0.0010287206387147307
1718047542.992856,4,0.0018606358207762241
1718047550.15347,4,0.0018238441552966833
1718047552.428431,4,0.001577654853463173
1718047554.7727182,4,0.0020328222308307886
1718047557.083773,4,0.0013950532302260399
1718047570.782838,4,0.0018911513034254313
1718047585.088819,4,0.0020983286667615175
1718047590.285141,4,0.0007446297095157206
1718047592.705021,4,0.0016657892847433686
1718047602.330215,4,0.0017116798553615808
1718047609.10945,4,0.00207864330150187
1718047611.305387,4,0.0021840925328433514
1718047617.7625432,4,0.0019595168996602297
1718047619.932725,4,0.0019900952465832233
1718047622.094669,4,0.0019073700532317162
1718047626.409108,4,0.0008113915682770312
1718047630.686521,4,0.00104286998976022
1718047644.1129138,4,0.0015189453260973096
1718047650.409018,4,0.0019331035437062383
1718047652.520797,4,0.0016339891590178013
1718047658.8395698,4,0.001851727836765349
1718047660.962869,4,0.002015251200646162
1718047663.0660748,4,0.0020429028663784266
1718047667.2026,4,0.00185106392018497
1718047669.2668438,4,0.0015131639083847404
1718047681.841957,4,0.0018020031275227666
1718047690.169899,4,0.001103503629565239
1718047692.222959,4,0.0015156531007960439
1718047696.3343139,4,0.0024571840185672045
1718047700.4403572,4,0.0012377786915749311
1718047704.68486,4,0.001631096936762333
1718047706.8115442,4,0.0014443505788221955
1718047708.918716,4,0.0008464161073789
1718047711.002859,4,0.0017562502762302756
1718047713.058558,4,0.001585190067999065
1718047719.407126,4,0.0016486450331285596
1718047727.659801,4,0.0016896171728149056
1718047733.935331,4,0.0012074480764567852
1718047738.060784,4,0.0018688371637836099
1718047740.155412,4,0.0014740407932549715
1718047742.203098,4,0.001501294202171266
1718047755.083808,4,0.0019671362824738026
1718047757.4924219,4,0.001387456781230867
1718047761.8156989,4,0.001335075474344194
1718047768.2972128,4,0.001861423603259027
1718047777.009949,4,0.001637745532207191
1718047783.496636,4,0.0018915327964350581
1718047800.788571,5,0.0011752292048186064
1718047803.0015302,5,0.0012463964521884918
1718047807.633835,5,0.0019419124582782388
1718047812.185326,5,0.00128791737370193
1718047816.6685288,5,0.0020654399413615465
1718047828.389055,5,0.0020683908369392157
1718047834.92505,5,0.001170406467281282
1718047839.212071,5,0.001691747340373695
1718047869.7351182,5,0.0014912426704540849
1718047877.651839,5,0.001102144131436944
1718047881.598366,5,0.0018578028539195657
1718047883.5551841,5,0.0013902537757530808
1718047891.339228,5,0.0027109181974083185
1718047895.313162,5,0.0010831482941284776
1718047903.338437,5,0.0011312379501760006
1718047907.261727,5,0.0010779192671179771
1718047911.1471071,5,0.0014876312343403697
1718047916.962441,5,0.0007012563291937113
1718047920.860427,5,0.001459249877370894
1718047922.794762,5,0.0012199018383398652
1718047926.661358,5,0.0011658010771498084
1718047934.372517,5,0.001015147310681641
1718047942.239021,5,0.00078120909165591
1718047956.146943,5,0.00266054249368608
1718047958.305851,5,0.0008452340844087303
1718047960.2959611,5,0.0008077925886027515
1718047962.303263,5,0.0015390320913866162
1718047966.3213289,5,0.000904118234757334
1718047972.364303,5,0.0008813371532596648
1718047974.3173,5,0.001471731811761856
1718047976.321975,5,0.0012190524721518159
1718047982.287969,5,0.0010763240279629827
1718047984.2491698,5,0.0012839232804253697
1718047986.241087,5,0.0015080058947205544
1718047988.219595,5,0.0007683839648962021
1718048004.849879,5,0.0007152487523853779
1718048006.794833,5,0.0007248931797221303
1718048012.737779,5,0.002898072125390172
1718048026.4956422,5,0.0004948510322719812
1718048032.427671,5,0.0014552766224369407
1718048048.148967,5,0.001708389027044177
1718048050.140907,5,0.0013682303251698613
1718048054.075588,5,0.001153476070612669
1718048056.04787,5,0.002163846977055073
1718048058.081862,5,0.0020498898811638355
1718048063.986558,5,0.0014395995531231165
1718048065.9634671,5,0.0008077783859334886
1718048069.875838,5,0.001566440099850297
1718048073.783235,5,0.0014020692324265838
1718048083.662368,5,0.0015410417690873146
1718048085.616781,5,0.0006538726156577468
1718048093.544619,5,0.0014282703632488847
1718048095.492617,5,0.0010884115472435951
1718048097.4669409,5,0.0016577123897150159
1718048099.4417322,5,0.0012308841105550528
1718048105.352159,5,0.001263077137991786
1718048107.329481,5,0.0015754980267956853
1718048109.339553,5,0.0014696072321385145
1718048115.265012,5,0.0006451571825891733
1718048117.230784,5,0.0014874653425067663
1718048142.55365,6,0.001382585964165628
1718048150.487621,6,0.0010907924734055996
1718048154.5158882,6,0.00044996009091846645
1718048158.469779,6,0.0007073273882269859
1718048160.561237,6,0.0009506843634881079
1718048166.512966,6,0.0014459859812632203
1718048174.420416,6,0.0012340209214016795
1718048176.404362,6,0.0011449980083853006
1718048178.5047739,6,0.00089574686717242
1718048184.6822379,6,0.0004826943331863731
1718048200.54008,6,0.0016710986383259296
1718048204.513412,6,0.0019346551271155477
1718048212.6083698,6,0.001380129368044436
1718048214.580137,6,0.0013900286285206676
1718048220.540582,6,0.001489504473283887
1718048224.534453,6,0.001218682387843728
1718048228.6046028,6,0.0006257886998355389
1718048238.410817,6,0.0010469364933669567
1718048252.105154,6,0.0010662154527381063
1718048254.061882,6,0.001076958142220974
1718048259.964896,6,0.0012203851947560906
1718048263.8897622,6,0.0021697753109037876
1718048275.78627,6,0.0007734100217930973
1718048277.7569711,6,0.0010523245437070727
1718048281.693869,6,0.0010118659120053053
1718048285.643018,6,0.0007011955603957176
1718048293.416357,6,0.0011378948111087084
1718048301.1905642,6,0.0007135213818401098
1718048305.20788,6,0.0014892301987856627
1718048314.946344,6,0.0008849230362102389
1718048316.889738,6,0.0007739229477010667
1718048318.826706,6,0.001673837541602552
1718048332.439494,6,0.000684768776409328
1718048334.39824,6,0.0016789677320048213
1718048346.227911,6,0.0009578315657563508
1718048354.036583,6,0.0014694688143208623
1718048356.2729669,6,0.0014444179832935333
1718048358.29138,6,0.0007799400482326746
1718048376.171097,6,0.0009342505363747478
1718048380.18592,6,0.0016835213173180819
1718048386.2143722,6,0.0015891360817477107
1718048398.301298,6,0.0013058986514806747
1718048400.318632,6,0.000635147443972528
1718048408.227856,6,0.0012335513019934297
1718048414.231117,6,0.0010671953205019236
1718048418.207835,6,0.001265176571905613
1718048446.348366,6,0.0006101725739426911
1718048452.304096,6,0.001749620889313519
1718048458.381048,6,0.000640201848000288
1718048460.463233,6,0.0015148911625146866
1718048462.4574249,6,0.0008163179154507816
1718048468.435411,6,0.0022017552983015776
1718048470.4218519,6,0.0008647617651149631
1718048481.981637,7,0.00026190554490312934
1718048518.813955,7,0.0008945572772063315
1718048522.858416,7,0.002323663327842951
1718048524.8438761,7,0.0006511847604997456
1718048528.843921,7,0.0017646909691393375
1718048531.161224,7,0.0007178692612797022
1718048543.092335,7,0.0010343687608838081
1718048545.090494,7,0.0013315487885847688
1718048549.097857,7,0.0009799026884138584
1718048553.090938,7,0.0006402684957720339
1718048557.162784,7,0.0009417511173523962
1718048561.456903,7,0.0013790318043902516
1718048567.671508,7,0.00102097203489393
1718048571.8220851,7,0.0025168340653181076
1718048576.417343,7,0.0018408139003440738
1718048580.666979,7,0.0010505575919523835
1718048584.981935,7,0.0006167262326925993
1718048589.173561,7,0.000871775730047375
1718048610.299627,7,0.001118315733037889
1718048618.424354,7,0.0005701826303265989
1718048626.636491,7,0.0005199509905651212
1718048628.685771,7,0.0006454802351072431
1718048630.779237,7,0.0012902396265417337
1718048635.0165591,7,0.00044798004091717303
1718048641.264492,7,0.0003722247784025967
1718048647.418727,7,0.0012886810582131147
1718048651.608255,7,0.0006978827877901495
1718048657.6069398,7,0.0004859649343416095
1718048670.420913,7,0.0008060290128923953
1718048675.063961,7,0.0008577656699344516
1718048679.134654,7,0.0007222301792353392
1718048681.278226,7,0.0004474931338336319
